iter	Passed	Remaining
941	1931	118
942	1933	116
943	1936	114
944	1938	112
945	1940	110
946	1942	108
947	1945	106
948	1947	104
949	1949	102
950	1951	100
951	1953	98
952	1955	96
953	1957	94
954	1959	92
955	1961	90
956	1963	88
957	1965	86
958	1967	84
959	1969	82
960	1971	80
961	1973	77
962	1975	75
963	1977	73
964	1979	71
965	1981	69
966	1983	67
967	1985	65
968	1987	63
969	1989	61
970	1991	59
971	1993	57
972	1995	55
973	1997	53
974	1999	51
975	2001	49
976	2003	47
977	2005	45
978	2007	43
979	2009	41
980	2011	38
981	2013	36
982	2015	34
983	2017	32
984	2019	30
985	2021	28
986	2023	26
987	2026	24
988	2027	22
989	2030	20
990	2032	18
991	2033	16
992	2036	14
993	2038	12
994	2040	10
995	2043	8
996	2045	6
997	2047	4
998	2048	2
999	2050	0
